id,jobId,algorithm,count,libraryPercentage
10876,2257,AES/CBC/PKCS5Padding,1,1
10877,2257,MD5,4,1
10878,2257,AES,1,1
10879,3172,HmacSha256,7,1
10880,3172,PBEWithMD5AndDES,1,0
10881,3172,ECDH,4,1
10882,3172,SHA-1,9,0
10883,3172,SHA1,2,0
10884,3172,AES/ECB/NOPADDING,2,1
10885,3172,AES/CTR/NoPadding,5,0
10886,3172,HMAC,2,1
10887,3172,HMACSHA256,4,1
10888,3172,PBEWithSHA256And256BitAES-CBC-BC,1,0
10889,3172,AES,9,0
10890,3172,HmacSha1,7,1
10891,3172,AES/CTR/NOPADDING,1,1
10892,3172,HMACSHA512,4,1
10893,3172,CRC,2,0
10894,3172,HmacSHA1,2,0
10895,3172,SHA-256,3,0
10896,3172,HMACSHA1,4,1
10897,3172,EC,5,1
10898,3172,AES/CBC/PKCS7Padding,1,0
10899,3172,AES/CBC/PKCS5Padding,1,1
10900,3172,AES/GCM/NoPadding,4,1
10901,3172,HmacSha512,7,1
10902,3172,MD5,12,0
10903,1912,SHA-1,3,0
10904,1912,AES/CBC/PKCS5Padding,1,0
10905,1912,MD5,5,0
10906,1912,AES,1,0
10907,2644,RSA,5,0
10908,2644,SHA1,2,0
10909,2644,SHA-1,1,0
10910,2644,AES/CBC/ISO10126Padding,4,0
10911,2644,PBKDF2WithHmacSHA1,1,0
10912,2644,HmacSHA1,2,1
10913,2644,SHA-256,1,0
10914,2644,PBEWithSHA256And256BitAES-CBC-BC,1,0
10915,2644,AES/CBC/PKCS7Padding,1,0
10916,2644,AES/CBC/PKCS5Padding,2,0
10917,2644,MD5,3,0
10918,2644,AES,10,0
10919,3886,PBEWithMD5AndDES,2,0
10920,3886,HmacSha256,3,1
10921,3886,RSA,1,1
10922,3886,SHA1,2,1
10923,3886,SHA-1,9,0
10924,3886,AES/ECB/NOPADDING,2,1
10925,3886,AES/CBC/NoPadding,1,0
10926,3886,HMAC,2,1
10927,3886,AES/CTR/NoPadding,1,0
10928,3886,AES,16,0
10929,3886,sha1,2,1
10930,3886,AES/CTR/NOPADDING,1,1
10931,3886,HmacSha1,3,1
10932,3886,SHA-256,4,0
10933,3886,AES/CBC/PKCS5Padding,1,1
10934,3886,EC,1,1
10935,3886,MD5,14,0
10936,3886,HmacSha512,3,1
10937,1605,RSA,3,0
10938,1605,SHA-1,1,1
10939,1605,HmacSHA1,2,1
10940,1605,SHA-256,1,1
10941,1605,AES/CBC/PKCS5Padding,1,1
10942,1605,SHA-512,1,1
10943,1605,AES,1,1
10944,1605,MD5,5,0
10945,3274,RSA,3,0
10946,3274,[],1,1
10947,3274,{},1,1
10948,3274,SHA1,1,1
10949,3274,AES/CBC/PKCS5Padding,1,1
10950,3274,MD5,6,0
10951,3274,AES,1,1
10952,1750,RC4,6,0
10953,3577,RSA,1,0
10954,3577,SHA-1,2,0
10955,3577,AES/CBC/PKCS5Padding,1,0
10956,3577,MD5,10,0
10957,3577,AES,1,0
10958,2270,RSA,1,0
10959,2270,SHA-1,1,0
10960,2270,AES/CBC/NoPadding,2,0
10961,2270,AES/ECB/NoPadding,2,0
10962,2270,AES/CBC/PKCS5Padding,1,0
10963,2270,MD5,6,0
10964,2270,AES,6,0
10965,2842,0,1,1
10966,2842,RSA,1,1
10967,2842,[],1,1
10968,2842,{},1,1
10969,2842,SHA1,1,1
10970,2842,SHA-1,4,0
10971,2842,false,1,1
10972,2842,SHA-256,1,0
10973,2842,MD5,6,0
10974,3347,RSA,1,0
10975,3347,HmacSHA256,2,0
10976,3347,SHA-1,1,0
10977,3347,HmacSHA1,2,0
10978,3347,SHA-256,1,0
10979,3347,MD5,6,0
10980,4200,RSA,1,0
10981,4200,SHA-1,5,0
10982,4200,SHA1,1,0
10983,4200,Blowfish/CBC/PKCS5Padding,1,0
10984,4200,HMAC,1,1
10985,4200,SHA-256,5,0
10986,4200,AES/CBC/PKCS5PADDING,1,0
10987,4200,AES/CBC/PKCS5Padding,1,1
10988,4200,AES,7,0
10989,4200,MD5,8,0
10990,4200,Blowfish,1,0
10991,2025,SHA-1,2,0
10992,2025,HmacSHA1,3,1
11113,3309,HmacSha512,3,1
10993,2025,AES/CBC/PKCS5Padding,1,0
10994,2025,Blowfish,1,1
10995,2025,MD5,2,0
10996,2025,AES,4,0
10997,2146,AES/CBC/PKCS5Padding,1,0
10998,2146,MD5,2,1
10999,2146,AES,2,0
11000,2375,SHA-1,12,0
11001,2375,SHA1,4,0
11002,2375,SHA-384,4,1
11003,2375,AES,28,0
11004,2375,SHA256,16,0
11005,2375,RSA/ECB/PKCS1Padding,8,0
11006,2375,HmacSHA256,4,0
11007,2375,HmacSHA1,12,0
11008,2375,VKL-85,4,0
11009,2375,PWK25,4,0
11010,2375,SHA-256,12,0
11011,2375,MD2,4,1
11012,2375,AES/CBC/PKCS7Padding,20,0
11013,2375,SHA-512,4,1
11014,2375,AES/CBC/PKCS5Padding,20,0
11015,2375,MD5,4,1
11016,3327,SHA-1,2,1
11017,3327,MD5,3,0
11018,3544,RSA,1,1
11019,3544,[],1,1
11020,3544,{},1,1
11021,3544,AES/CBC/PKCS5Padding,1,1
11022,3544,MD5,6,1
11023,3544,AES,1,1
11024,799,SHA256,1,0
11025,799,SHA-1,2,0
11026,799,SHA-256,1,0
11027,799,AES/CBC/PKCS5Padding,1,0
11028,799,MD5,2,0
11029,799,AES,5,0
11030,3433,RSA,2,0
11031,3433,SHA1,2,0
11032,3433,HmacSHA1,2,0
11033,3433,RAW,2,0
11034,3433,MD5,3,0
11035,1375,SHA-256,1,0
11036,2437,RSA,1,0
11037,2437,AES/CBC/PKCS5Padding,1,1
11038,2437,MD5,4,0
11039,2437,AES,1,1
11040,2130,RSA,1,0
11041,2130,[],1,1
11042,2130,{},1,1
11043,2130,AES/CBC/PKCS5Padding,1,1
11044,2130,MD5,6,0
11045,2130,AES,1,1
11046,1589,AES/CBC/PKCS5Padding,1,1
11047,1589,AES,1,1
11048,1589,MD5,3,0
11049,2822,RSA,3,1
11050,2822,SHA1,1,1
11051,2822,SHA-1,1,0
11052,2822,AES/CBC/ISO10126Padding,4,0
11053,2822,PBKDF2WithHmacSHA1,1,0
11054,2822,HmacSHA1,2,1
11055,2822,SHA-256,2,0
11056,2822,PBEWithSHA256And256BitAES-CBC-BC,1,0
11057,2822,AES/CBC/PKCS7Padding,1,0
11058,2822,AES,8,0
11059,2822,MD5,3,0
11060,3543,sha1,5,1
11061,3543,RSA,1,1
11062,3543,SHA1,3,0
11063,3543,SHA-1,5,1
11064,3543,HmacSHA256,4,1
11065,3543,HmacSHA1,5,0
11066,3543,SHA-256,2,1
11067,3543,RAW,1,0
11068,3543,HmacSHA512,2,1
11069,3543,SHA-512,1,1
11070,3543,MD5,8,0
11071,3543,md5,2,1
11072,3745,RSA,2,0
11073,3745,SHA-1,2,1
11074,3745,SHA-256,1,1
11075,3745,PBEWITHSHAAND256BITAES-CBC-BC,1,0
11076,3745,AES/CBC/PKCS5Padding,3,0
11077,3745,MD5,8,0
11078,3745,AES,3,0
11079,2737,RSA,1,1
11080,2737,[],1,1
11081,2737,{},1,1
11082,2737,SHA-1,2,1
11083,2737,SHA,1,0
11084,2737,AES/CBC/PKCS5Padding,1,1
11085,2737,MD5,8,0
11086,2737,AES,1,1
11087,2373,AES/CBC/PKCS5Padding,1,0
11088,2373,MD5,2,0
11089,2373,AES,1,0
11090,3309,HmacSha256,3,1
11091,3309,RSA,3,0
11092,3309,SHA1,4,0
11093,3309,SHA-1,4,0
11094,3309,SHA-384,1,0
11095,3309,AES/ECB/NOPADDING,2,1
11096,3309,HMAC,1,1
11097,3309,DESede,2,0
11098,3309,RAW,2,0
11099,3309,DESede/ECB/PKCS5Padding,2,0
11100,3309,AES,13,0
11101,3309,HmacSha1,3,1
11102,3309,AES/CTR/NOPADDING,1,1
11103,3309,PBKDF2WithHmacSHA1,3,0
11104,3309,HmacSHA1,2,0
11105,3309,SHA-224,1,0
11106,3309,SHA-256,5,0
11107,3309,AES/CBC/PKCS5Padding,3,0
11108,3309,AES/CBC/PKCS7Padding,1,0
11109,3309,SHA-512,1,0
11110,3309,EC,1,1
11111,3309,md5,1,0
11112,3309,MD5,8,0
11114,3318,sha1,5,1
11115,3318,HmacSHA256,4,1
11116,3318,SHA-1,2,1
11117,3318,HmacSHA1,4,1
11118,3318,SHA-256,2,1
11119,3318,HmacSHA512,2,1
11120,3318,SHA-512,1,1
11121,3318,MD5,2,1
11122,3318,md5,2,1
11123,3380,SHA-256,1,0
11124,623,MD5,1,0
11125,2735,SHA-1,1,0
11126,2735,CRC,1,0
11127,2735,HmacSHA1,2,1
11128,2735,Blowfish,1,1
11129,3736,ECDH,8,1
11130,3736,SHA-1,7,0
11131,3736,SHA1,3,0
11132,3736,AES/CTR/NoPadding,8,1
11133,3736,HMAC,2,1
11134,3736,HMACSHA256,8,1
11135,3736,HmacSHA512,6,1
11136,3736,HmacSha1,11,1
11137,3736,AES/CTR/NOPADDING,1,1
11138,3736,HMACSHA512,8,1
11139,3736,DSA,1,1
11140,3736,HmacSHA256,6,1
11141,3736,HmacSHA1,7,0
11142,3736,HMACSHA1,8,1
11143,3736,EC,10,1
11144,3736,AES/CBC/PKCS5Padding,1,1
11145,3736,HmacSha256,11,1
11146,3736,RSA,2,1
11147,3736,AES/CBC/NoPadding,1,0
11148,3736,AES/ECB/NOPADDING,2,1
11149,3736,AES,6,0
11150,3736,sha1,3,1
11151,3736,PBEWITHSHA-256AND256BITAES-CBC-BC,3,0
11152,3736,SHA-256,7,0
11153,3736,SHA-512,3,1
11154,3736,AES/GCM/NoPadding,8,1
11155,3736,HmacSha512,11,1
11156,3736,MD5,10,0
11157,3736,md5,2,0
11158,2610,SHA-256,1,0
11159,2610,AES/CBC/PKCS5Padding,3,0
11160,3488,HmacSha256,3,1
11161,3488,ECDH,2,1
11162,3488,SHA-1,3,0
11163,3488,SHA-384,2,1
11164,3488,AES/ECB/NOPADDING,2,1
11165,3488,AES/CTR/NoPadding,2,1
11166,3488,HMAC,1,1
11167,3488,AES,6,1
11168,3488,HmacSha1,3,1
11169,3488,AES/CTR/NOPADDING,1,1
11170,3488,AES/ECB/NoPadding,2,1
11171,3488,SHA-256,2,1
11172,3488,EC,2,1
11173,3488,SHA-512,2,1
11174,3488,AES/CBC/PKCS5Padding,1,1
11175,3488,MD5,4,1
11176,3488,AES/GCM/NoPadding,2,1
11177,3488,HmacSha512,3,1
11178,2804,RSA,1,0
11179,2804,SHA-1,2,1
11180,2804,SHA-256,1,0
11181,2804,SHA,1,1
11182,2804,MD5,5,0
11183,3255,sha1,5,1
11184,3255,SHA-1,4,0
11185,3255,HmacSHA256,4,1
11186,3255,HmacSHA1,4,1
11187,3255,SHA-256,4,0
11188,3255,HmacSHA512,2,1
11189,3255,AES/CBC/PKCS5Padding,1,1
11190,3255,SHA-512,1,1
11191,3255,MD5,10,0
11192,3255,md5,2,1
11193,3255,AES,2,1
11194,3080,RSA,1,0
11195,3080,HmacSHA256,2,0
11196,3080,SHA-256,1,0
11197,3080,SHA,1,0
11198,3080,AES/CBC/PKCS5Padding,1,1
11199,3080,MD5,5,0
11200,3080,AES,2,1
11201,2208,RSA,1,1
11202,2208,{},1,1
11203,2208,AES/CBC/PKCS5Padding,1,1
11204,2208,MD5,6,1
11205,2208,AES,1,1
11206,3156,sha1,5,1
11207,3156,SHA-1,2,1
11208,3156,HmacSHA256,4,1
11209,3156,HmacSHA1,4,1
11210,3156,SHA-256,2,1
11211,3156,MD5,3,0
11212,3156,md5,2,1
11213,2663,RSA,3,0
11214,2663,SHA-1,3,0
11215,2663,CRC,1,0
11216,2663,HmacSHA1,2,0
11217,2663,SHA-256,5,0
11218,2663,AES/CBC/PKCS5Padding,1,1
11219,2663,RSA/ECB/PKCS1PADDING,2,0
11220,2663,MD5,9,0
11221,2663,AES/ECB/PKCS5Padding,2,0
11222,2663,AES,3,0
11223,2663,md5,1,1
11224,893,MD5,1,0
11225,893,AES,5,0
11226,1845,RSA,1,0
11227,1845,AES/CBC/PKCS5Padding,1,1
11228,1845,MD5,4,0
11229,1845,AES,1,1
11230,1160,PBEWithMD5AndDES,2,0
11231,1160,SHA1,1,0
11232,1160,HmacSHA1,2,0
11233,1160,PBEWithMD5AndDES/CBC/PKCS5Padding,1,0
11234,1160,RAW,1,0
11235,1160,PBEWithSHA256And256BitAES-CBC-BC,3,0
11236,1160,MD5,1,0
11237,1844,RSA,5,0
11238,1844,RSA/ECB/PKCS1Padding,3,0
11239,1844,DES,3,0
11240,1844,AES/CBC/NoPadding,2,0
11241,1844,HmacSHA1,1,0
11242,1844,DES/CBC/PKCS5Padding,3,0
11243,1844,AES/CBC/PKCS5Padding,4,0
11244,1844,AES,5,0
11245,1844,MD5,16,0
11246,3518,PBEWithMD5AndDES,3,0
11247,3518,HmacSha256,3,1
11248,3518,RSA,2,0
11249,3518,SHA1,1,0
11250,3518,SHA-1,8,0
11251,3518,AES/ECB/NOPADDING,2,1
11252,3518,HMAC,1,1
11253,3518,AES/CTR/NoPadding,1,0
11254,3518,PBEWithSHA256And256BitAES-CBC-BC,1,0
11255,3518,AES,10,0
11256,3518,AES/CTR/NOPADDING,1,1
11257,3518,HmacSha1,3,1
11258,3518,CRC,2,0
11259,3518,HmacSHA1,2,0
11260,3518,SHA-256,4,0
11261,3518,EC,3,0
11262,3518,AES/CBC/PKCS5Padding,1,1
11263,3518,AES/CBC/PKCS7Padding,1,0
11264,3518,MD5,16,0
11265,3518,HmacSha512,3,1
11266,3115,RSA,1,0
11267,3115,SHA-1,1,1
11268,3115,AES/ECB/NOPADDING,2,1
11269,3115,AES/CTR/NoPadding,8,1
11270,3115,HMAC,2,1
11271,3115,AES,7,0
11272,3115,AES/CTR/NOPADDING,1,1
11273,3115,RSA/ECB/PKCS1Padding,1,0
11274,3115,EC,9,1
11275,3115,AES/CBC/PKCS5Padding,2,0
11276,3115,AES/GCM/NoPadding,8,1
11277,3115,MD5,6,0
11278,3115,AES/ECB/PKCS5Padding,1,0
11279,3683,ECDH,6,1
11280,3683,SHA-1,2,0
11281,3683,AES/CTR/NoPadding,9,0
11282,3683,HMAC,2,1
11283,3683,HMACSHA256,6,1
11284,3683,HmacSha1,9,1
11285,3683,AES/CTR/NOPADDING,1,1
11286,3683,HMACSHA512,6,1
11287,3683,RSA/NONE/OAEPWithSHA1AndMGF1Padding,1,0
11288,3683,HMACSHA1,6,1
11289,3683,EC,9,0
11290,3683,AES/CBC/PKCS7Padding,1,0
11291,3683,AES/CBC/PKCS5Padding,2,0
11292,3683,HmacSha256,9,1
11293,3683,RSA,2,0
11294,3683,AES/ECB/NOPADDING,2,1
11295,3683,AES/CBC/NoPadding,2,1
11296,3683,PBEWithSHA256And256BitAES-CBC-BC,1,0
11297,3683,AES,11,0
11298,3683,CRC,1,0
11299,3683,SHA-256,4,0
11300,3683,SHA-512,3,0
11301,3683,MD5,6,0
11302,3683,AES/GCM/NoPadding,6,1
11303,3683,HmacSha512,9,1
11304,3009,RSA,1,0
11305,3009,AES/CBC/PKCS5Padding,1,0
11306,3009,MD5,4,0
11307,3009,AES,1,0
11308,3671,HmacSha256,9,1
11309,3671,ECDH,6,1
11310,3671,SHA-1,8,1
11311,3671,AES/ECB/NOPADDING,2,1
11312,3671,AES/CTR/NoPadding,6,1
11313,3671,HMAC,1,1
11314,3671,HMACSHA256,6,1
11315,3671,SHA,1,0
11316,3671,AES,6,1
11317,3671,HmacSha1,9,1
11318,3671,AES/CTR/NOPADDING,1,1
11319,3671,HMACSHA512,6,1
11320,3671,AES/ECB/NoPadding,6,1
11321,3671,SHA-256,7,1
11322,3671,HMACSHA1,6,1
11323,3671,EC,7,1
11324,3671,SHA-512,6,1
11325,3671,AES/CBC/PKCS5Padding,1,1
11326,3671,AES/GCM/NoPadding,6,1
11327,3671,MD5,6,1
11328,1603,RSA/ECB/PKCS1Padding,1,0
11329,1603,HmacSHA1,3,1
11330,1603,AES/CBC/PKCS5Padding,1,1
11331,1603,MD5,7,0
11332,1603,AES,1,1
11333,3070,RSA,1,1
11334,3070,SHA1,1,1
11335,1693,AES/CBC/PKCS5Padding,1,1
11336,1693,AES,1,1
11337,1693,MD5,3,0
11338,4147,SHA-1,2,1
11339,4147,HMAC,1,1
11340,4147,desede/CBC/PKCS5Padding,2,0
11341,4147,HmacSHA512,5,1
11342,4147,HmacSha1,3,1
11343,4147,RSA/ECB/PKCS1Padding,5,0
11344,4147,HmacMD5,3,1
11345,4147,DSA,2,1
11346,4147,HmacSHA256,7,1
11347,4147,des,2,0
11348,4147,HmacSHA1,7,1
11349,4147,AES/CBC/PKCS5Padding,1,1
11350,4147,EC,2,1
11351,4147,AES/ECB/PKCS5Padding,2,0
11352,4147,HmacSha256,3,1
11353,4147,RSA,5,0
11354,4147,AES,9,0
11355,4147,sha1,5,1
11356,4147,HmacSHA224,3,1
11357,4147,DES,4,0
11358,4147,HmacSHA384,3,1
11359,4147,SHA-256,6,1
11360,4147,MD2,1,1
11361,4147,desede,2,0
11362,4147,SHA-512,1,1
11363,4147,md5,2,1
11364,4147,MD5,18,0
11365,4147,HmacSha512,3,1
11366,1995,AES/CBC/PKCS5Padding,1,1
11367,1995,AES,1,1
11368,1995,MD5,3,0
11369,2996,RSA,1,0
11370,2996,SHA-1,3,1
11371,2996,SHA-256,1,1
11372,2996,AES/CBC/PKCS5Padding,1,1
11373,2996,MD5,5,1
11374,2996,AES,2,1
11375,2259,MD5,1,1
11376,1733,HmacSHA1,5,1
11377,1733,SHA,1,1
11378,1733,MD5,3,0
11379,935,MD5,1,0
11380,1842,SHA1,1,0
11381,1842,SHA,1,1
11382,1842,MD5,2,0
11383,1842,AES,5,0
11384,1650,RSA,2,0
11385,1650,RSA/ECB/PKCS1Padding,2,0
11386,1650,SHA1,3,0
11387,1650,SHA-1,1,0
11388,1650,SHA-256,1,0
11389,1650,AES/CBC/PKCS5Padding,1,0
11390,1650,MD5,4,0
11391,1650,md5,1,0
11392,1650,AES,1,0
11393,2423,PBEWithMD5AndDES,1,0
11394,2423,RSA,3,0
11395,2423,[],1,1
11396,2423,{},1,1
11397,2423,SHA-1,1,1
11398,2423,HmacSHA256,2,0
11399,2423,HmacSHA1,2,0
11400,2423,PBEWITHSHAAND256BITAES-CBC-BC,1,0
11401,2423,AES/CBC/PKCS5Padding,3,0
11402,2423,MD5,10,0
11403,2423,AES,2,0
11404,1837,AES/CBC/PKCS5Padding,1,1
11405,1837,MD5,3,0
11406,1837,AES,1,1
11407,2092,SHA-1,4,0
11408,2092,AES/CBC/NoPadding,1,0
11409,2092,CRC,1,0
11410,2092,HmacSHA1,2,1
11411,2092,AES/CBC/PKCS5Padding,1,1
11412,2092,MD5,8,0
11413,2092,AES,2,0
11414,1076,PBEWithMD5AndDES,1,0
11415,1076,AES/CFB/NoPadding,1,0
11416,1076,SHA1,4,0
11417,1076,DES/CFB/NoPadding,1,0
11418,1076,SHA-1,1,0
11419,1076,DH,4,0
11420,1076,SHA-384,3,0
11421,1076,DESede,7,0
11422,1076,RC2/ECB/PKCS5Padding,1,0
11423,1076,OldPBEWithSHAAndTwofish-CBC,2,0
11424,1076,SHA,1,1
11425,1076,Blowfish/ECB/PKCS5Padding,1,0
11426,1076,DSA,7,0
11427,1076,PBEWithSHAAndTwofish-CBC,2,0
11428,1076,Blowfish/ECB/NoPadding,1,0
11429,1076,AES/ECB/NoPadding,1,0
11430,1076,SHA-224,3,0
11431,1076,RC2/ECB/NoPadding,1,0
11432,1076,DES/ECB/NoPadding,1,0
11433,1076,DES/ECB/PKCS5Padding,1,0
11434,1076,EC,4,0
11435,1076,AES/CBC/PKCS5Padding,3,0
11436,1076,rc2,5,0
11437,1076,RC2,1,0
11438,1076,RSA,9,0
11439,1076,AES/OFB/NoPadding,1,0
11440,1076,DES/OFB/NoPadding,1,0
11441,1076,PBEWITHSHAAND256BITAES-CBC-BC,1,0
11442,1076,RC2/CFB/NoPadding,1,0
11443,1076,Blowfish/OFB/NoPadding,1,0
11444,1076,AES,6,0
11445,1076,IES,4,0
11446,1076,DESede/CFB/NoPadding,1,0
11447,1076,Whirlpool,1,0
11448,1076,SHA-256,3,0
11449,1076,ECMQV,4,0
11450,1076,DESede/OFB/NoPadding,1,0
11451,1076,RC2/CBC/PKCS5Padding,1,0
11452,1076,DESede/ECB/NoPadding,1,0
11453,1076,Tiger,1,0
11454,1076,GOST3410,4,0
11455,1076,RSA/ECB/PKCS1Padding,2,0
11456,1076,1.3.14.3.2.26,3,0
11457,1076,GOST3411,1,0
11458,1076,Blowfish/CBC/PKCS5Padding,1,0
11459,1076,ElGamal,4,0
11460,1076,DES/CBC/PKCS5Padding,1,0
11461,1076,RIPEMD256,1,0
11462,1076,AES/ECB/PKCS5Padding,1,0
11463,1076,ECDSA,1,0
11464,1076,RIPEMD320,1,0
11465,1076,RIPEMD160,1,0
11466,1076,DESede/CBC/PKCS5Padding,1,0
11467,1076,PKCS5S2,4,0
11468,1076,DESede/ECB/PKCS5Padding,1,0
11469,1076,DES,2,0
11470,1076,Blowfish/CFB/NoPadding,1,0
11471,1076,RIPEMD128,1,0
11472,1076,MD2,1,0
11473,1076,RC2/OFB/NoPadding,1,0
11474,1076,MD4,1,0
11475,1076,SHA-512,3,0
11476,1076,MD5,6,0
11477,1076,Blowfish,2,0
11478,2182,0,1,1
11479,2182,RSA,1,0
11480,2182,[],1,1
11481,2182,{},1,1
11482,2182,false,1,1
11483,2182,AES/CBC/PKCS5Padding,1,1
11484,2182,MD5,6,0
11485,2182,AES,1,1
11486,2707,RSA,2,0
11487,2707,[],1,1
11488,2707,{},1,1
11489,2707,SHA1,1,1
11490,2707,AES/CBC/PKCS5Padding,1,1
11491,2707,MD5,8,0
11492,2707,AES,1,1
11493,2022,HmacMD5,2,0
11494,2022,SHA1,1,1
11495,2022,DES,4,1
11496,2022,SHA-1,2,1
11497,2022,HmacSHA1,4,1
11498,2022,SHA,1,0
11499,2022,MD5,4,0
11500,4044,RSA,1,1
11501,4044,SHA-1,9,0
11502,4044,SHA1,1,0
11503,4044,HMAC,1,1
11504,4044,HmacSHA512,2,1
11505,4044,AES/CBC/PKCS5PADDING,2,0
11506,4044,AES,8,0
11507,4044,sha1,5,1
11508,4044,HmacSHA256,4,1
11509,4044,DSA,1,1
11510,4044,Blowfish/CBC/PKCS5Padding,1,0
11511,4044,HmacSHA1,4,1
11512,4044,SHA-256,10,0
11513,4044,;,1,0
11514,4044,SHA-512,1,1
11515,4044,AES/CBC/PKCS5Padding,1,1
11516,4044,AES/CBC/PKCS7Padding,2,0
11517,4044,EC,1,1
11518,4044,MD5,15,0
11519,4044,md5,2,1
11520,4044,Blowfish,1,0
11521,1173,AES/CBC/PKCS5Padding,1,0
11522,1173,MD5,1,0
11523,1173,AES,1,0
11524,2430,RSA,1,1
11525,2430,[],1,1
11526,2430,{},1,1
11527,2430,AES/CBC/PKCS5Padding,1,1
11528,2430,MD5,6,1
11529,2430,AES,1,1
11530,1380,SHA1,2,0
11531,1380,HmacSHA1,3,1
11532,1380,AES/CBC/PKCS5Padding,1,0
11533,1380,MD5,18,0
11534,1380,AES,1,0
11535,1655,AES,1,0
11536,1655,AES/ECB/PKCS5Padding,1,0
11537,2058,SHA-1,1,0
11538,2058,AES/CBC/PKCS5Padding,1,0
11539,2058,AES,1,0
11540,2058,MD5,2,0
11541,2516,0,1,0
11542,2516,RSA,1,0
11543,2516,false,1,0
11544,2516,SHA,10,0
11545,2516,AES/CBC/PKCS5Padding,1,1
11546,2516,MD5,5,0
11547,2516,AES,1,1
11548,3388,SHA-256,1,1
11549,3388,AES/CBC/PKCS5Padding,1,1
11550,3388,MD5,4,1
11551,3388,AES,2,1
11552,1821,AES/CBC/PKCS5Padding,1,1
11553,1821,MD5,3,0
11554,1821,AES,4,0
11555,2370,RSA,2,0
11556,2370,HmacSHA1,1,0
11557,2370,AES/ECB/PKCS5Padding,1,0
11558,2370,AES,1,0
11559,2370,MD5,3,0
11560,2026,MD5,1,0
11561,1811,AES/CBC/PKCS5Padding,1,1
11562,1811,MD5,3,1
11563,1811,AES,1,1
11564,3273,HmacSha256,11,1
11565,3273,PBEWithMD5AndDES,1,0
11566,3273,ECDH,8,1
11567,3273,SHA-1,9,0
11568,3273,SHA1,2,0
11569,3273,AES/ECB/NOPADDING,2,1
11570,3273,HMAC,2,1
11571,3273,AES/CTR/NoPadding,9,0
11572,3273,HMACSHA256,8,1
11573,3273,PBEWithSHA256And256BitAES-CBC-BC,1,0
11574,3273,AES,9,0
11575,3273,HmacSha1,11,1
11576,3273,AES/CTR/NOPADDING,1,1
11577,3273,HMACSHA512,8,1
11578,3273,CRC,2,0
11579,3273,HmacSHA1,2,0
11580,3273,SHA-256,3,0
11581,3273,HMACSHA1,8,1
11582,3273,EC,9,1
11583,3273,AES/CBC/PKCS5Padding,1,1
11584,3273,AES/CBC/PKCS7Padding,1,0
11585,3273,MD5,12,0
11586,3273,AES/GCM/NoPadding,8,1
11587,3273,HmacSha512,11,1
11588,2890,SHA-1,1,0
11589,2890,SHA-256,2,0
11590,2890,AES/CBC/PKCS5Padding,1,1
11591,2890,MD5,5,0
11592,2890,AES,2,1
11593,3200,RSA,1,0
11594,3200,SHA-1,5,0
11595,3200,DES,23,0
11596,3200,SHA1,1,0
11597,3200,HMAC_SHA_256,2,0
11598,3200,SHA-256,3,0
11599,3200,SHA,2,0
11600,3200,DES/ECB/PKCS5Padding,2,0
11601,3200,AES/CBC/PKCS5Padding,9,0
11602,3200,AES,33,0
11603,3200,MD5,20,0
11604,3200,md5,3,0
11605,3922,HmacSha256,3,1
11606,3922,SHA-1,3,0
11607,3922,SHA1,1,0
11608,3922,AES/ECB/NOPADDING,2,1
11609,3922,HMAC,1,1
11610,3922,HmacSHA512,2,1
11611,3922,AES,6,1
11612,3922,sha1,5,1
11613,3922,HmacSha1,3,1
11614,3922,AES/CTR/NOPADDING,1,1
11615,3922,HmacSHA256,4,1
11616,3922,HmacSHA1,4,1
11617,3922,SHA-256,3,0
11618,3922,SHA-512,1,1
11619,3922,AES/CBC/PKCS5Padding,1,1
11620,3922,EC,1,1
11621,3922,md5,2,1
11622,3922,MD5,6,1
11623,2703,0,1,1
11624,2703,RSA,1,0
11625,2703,{},1,1
11626,2703,false,1,1
11627,2703,AES/CBC/PKCS5Padding,1,1
11628,2703,MD5,6,0
11629,2703,AES,1,1
11630,2596,RSA,3,0
11631,2596,[],1,1
11632,2596,{},1,1
11633,2596,SHA1,1,1
11634,2596,SHA-1,4,0
11635,2596,AES/CBC/NoPadding,1,1
11636,2596,false,2,1
11637,2596,[object Object],2,1
11638,2596,undefined,2,1
11639,2596,AES,2,1
11640,2596,RSA/ECB/PKCS1Padding,1,0
11641,2596,CRC,1,0
11642,2596,true,2,1
11643,2596,SHA-256,1,1
11644,2596,AES/CBC/PKCS5Padding,1,1
11645,2596,MD5,11,0
11646,1739,RSA,4,0
11647,1739,SHA-1,1,1
11648,1739,SHA-384,1,1
11649,1739,HmacSHA1,2,1
11650,1739,SHA-256,2,1
11651,1739,PBEWITHSHAAND256BITAES-CBC-BC,1,0
11652,1739,SHA,1,1
11653,1739,AES/CBC/PKCS5Padding,3,0
11654,1739,SHA-512,2,1
11655,1739,MD5,7,0
11656,1739,AES,2,0
11657,1739,Blowfish,1,1
11658,2302,[],1,1
11659,2302,{},1,1
11660,2302,SHA1,2,0
11661,2302,SHA-1,4,0
11662,2302,false,2,0
11663,2302,DESede,1,0
11664,2302,DESede/CBC/PKCS5Padding,1,0
11665,2302,AES,8,0
11666,2302,0,2,0
11667,2302,HMACSHA512,1,0
11668,2302,PBKDF2WithHmacSHA1,1,0
