id,jobId,category,numVulnerabilities,numLibVulns,libraryPercentage
152,3397,Cryptography,125,77,38.1188125610352
153,2246,Cryptography,33,29,46.7741928100586
154,2878,Cryptography,8,0,0
155,2138,Cryptography,36,17,32.0754699707031
156,3557,Cryptography,92,59,39.0728454589844
157,1549,Cryptography,6,2,25
158,2009,Cryptography,10,9,47.3684234619141
159,1031,Cryptography,5,4,44.4444465637207
160,767,Cryptography,1,0,0
161,2455,Cryptography,16,13,44.8275871276855
162,3015,Cryptography,47,15,24.1935482025146
163,3724,Cryptography,162,85,34.412956237793
164,3144,Cryptography,10,0,0
165,1434,Cryptography,10,3,23.0769233703613
166,1937,Cryptography,19,2,9.5238094329834
167,3554,Cryptography,135,130,49.0566062927246
168,3255,Cryptography,44,37,45.679012298584
169,3549,Cryptography,14,14,50
170,1611,Cryptography,27,11,28.9473686218262
171,1322,Cryptography,2,1,33.3333358764648
172,2719,Cryptography,35,15,30.0000019073486
173,2307,Cryptography,8,8,50
174,3621,Cryptography,88,51,36.6906471252441
175,3638,Cryptography,175,158,47.4474449157715
176,3618,Cryptography,56,8,12.5
177,3115,Cryptography,65,53,44.9152526855469
178,1191,Cryptography,4,2,33.3333358764648
179,2119,Cryptography,1,0,0
180,2848,Cryptography,19,16,45.7142868041992
181,2709,Cryptography,8,0,0
182,2922,Cryptography,135,122,47.470817565918
183,1358,Cryptography,1,0,0
184,3608,Cryptography,230,154,40.1041641235352
185,3317,Cryptography,14,14,50
186,1153,Cryptography,2,0,0
187,1298,Cryptography,1,1,50
188,2687,Cryptography,9,7,43.75
189,3636,Cryptography,143,115,44.5736427307129
190,3232,Cryptography,14,14,50
191,2864,Cryptography,12,10,45.4545478820801
192,3149,Cryptography,13,12,48
193,3887,Cryptography,64,56,46.6666679382324
194,1039,Cryptography,5,0,0
195,2625,Cryptography,23,11,32.3529434204102
196,3073,Cryptography,18,15,45.4545478820801
197,954,Cryptography,5,0,0
198,1563,Cryptography,2,1,33.3333358764648
199,2262,Cryptography,1,1,50
200,3831,Cryptography,76,55,41.984733581543
201,1400,Cryptography,14,0,0
202,4010,Cryptography,20,6,23.0769233703613
203,4042,Cryptography,49,37,43.0232543945312
204,3917,Cryptography,75,26,25.7425746917725
205,2257,Cryptography,15,13,46.4285697937012
206,2059,Cryptography,10,0,0
207,3799,Cryptography,59,46,43.8095245361328
208,3458,Cryptography,54,5,8.47457695007324
209,3461,Cryptography,45,35,43.75
210,2465,Cryptography,58,44,43.1372566223145
211,1892,Cryptography,24,20,45.4545478820801
212,2404,Cryptography,16,14,46.6666679382324
213,3564,Cryptography,69,51,42.5
214,3250,Cryptography,137,134,49.4464950561523
215,2468,Cryptography,37,22,37.2881355285645
216,2941,Cryptography,15,12,44.4444465637207
217,3473,Cryptography,163,52,24.1860466003418
218,2683,Cryptography,83,25,23.1481475830078
219,2311,Cryptography,7,0,0
220,2604,Cryptography,19,16,45.7142868041992
221,2798,Cryptography,1,0,0
222,2203,Cryptography,16,7,30.4347820281982
223,1870,Cryptography,9,0,0
224,4043,Cryptography,25,4,13.7931032180786
225,4103,Cryptography,179,60,25.1046028137207
226,1325,Cryptography,6,0,0
227,4099,Cryptography,42,42,50
228,2054,Cryptography,6,1,14.2857151031494
229,1789,Cryptography,1,0,0
230,1634,Cryptography,17,8,32
231,3410,Cryptography,15,12,44.4444465637207
232,3661,Cryptography,5,0,0
233,3903,Cryptography,80,33,29.203540802002
234,3681,Cryptography,235,108,31.4868812561035
235,1008,Cryptography,5,0,0
236,3769,Cryptography,163,62,27.5555553436279
237,3275,Cryptography,8,8,50
238,3297,Cryptography,42,16,27.5862064361572
239,2812,Cryptography,19,13,40.625
240,2432,Cryptography,2,0,0
241,2919,Cryptography,8,0,0
242,2853,Cryptography,18,16,47.0588226318359
243,2209,Cryptography,20,15,42.8571434020996
244,3726,Cryptography,50,19,27.5362319946289
245,2543,Cryptography,17,14,45.1612892150879
246,1821,Cryptography,12,7,36.8421058654785
247,1992,Cryptography,14,4,22.2222232818604
248,2514,Cryptography,16,10,38.461540222168
249,3755,Cryptography,137,135,49.6323509216309
250,2383,Cryptography,14,14,50
251,1444,Cryptography,1,1,50
252,2426,Cryptography,6,5,45.4545478820801
253,2266,Cryptography,21,18,46.1538467407227
254,2267,Cryptography,10,8,44.4444465637207
255,1394,Cryptography,1,0,0
256,2637,Cryptography,8,8,50
257,2511,Cryptography,34,16,32
258,2667,Cryptography,7,6,46.1538467407227
259,3249,Cryptography,10,0,0
260,3016,Cryptography,31,18,36.7346954345703
261,1657,Cryptography,2,0,0
262,2379,Cryptography,26,16,38.0952377319336
263,1320,Cryptography,3,0,0
264,3414,Cryptography,12,10,45.4545478820801
265,3874,Cryptography,119,93,43.8679237365723
266,3750,Cryptography,146,131,47.2924156188965
267,2107,Cryptography,30,15,33.3333358764648
268,2874,Cryptography,47,17,26.5625
269,1834,Cryptography,9,9,50
270,1921,Cryptography,13,9,40.9090919494629
271,1146,Cryptography,5,0,0
272,2096,Cryptography,37,15,28.8461532592773
273,1155,Cryptography,5,0,0
274,3607,Cryptography,93,53,36.3013687133789
275,2574,Cryptography,37,12,24.4897956848145
276,1818,Cryptography,14,2,12.5
277,2502,Cryptography,25,14,35.8974380493164
278,2516,Cryptography,23,9,28.125
279,1626,Cryptography,11,1,8.33333396911621
280,1813,Cryptography,9,8,47.0588226318359
281,2448,Cryptography,6,0,0
282,3784,Cryptography,225,46,16.9741687774658
283,886,Cryptography,1,0,0
284,1757,Cryptography,12,2,14.2857151031494
285,2585,Cryptography,18,0,0
286,2196,Cryptography,11,0,0
287,2377,Cryptography,7,7,50
288,1413,Cryptography,6,0,0
289,3660,Cryptography,44,33,42.8571434020996
290,3780,Cryptography,224,76,25.3333320617676
291,3706,Cryptography,4,1,20
292,4080,Cryptography,18,1,5.26315784454346
293,2923,Cryptography,21,1,4.54545450210571
294,4138,Cryptography,204,115,36.0501556396484
295,3584,Cryptography,131,56,29.9465236663818
296,3257,Cryptography,12,10,45.4545478820801
297,3405,Cryptography,12,0,0
298,3050,Cryptography,6,4,40
299,2170,Cryptography,27,25,48.0769233703613
300,3894,Cryptography,12,1,7.69230794906616
301,2926,Cryptography,47,41,46.5909080505371
302,3779,Cryptography,50,49,49.4949493408203
303,3602,Cryptography,202,198,49.5
304,3160,Cryptography,4,0,0
305,3982,Cryptography,20,9,31.034481048584
306,1078,Cryptography,5,0,0
307,2598,Cryptography,17,13,43.3333320617676
308,2034,Cryptography,11,7,38.8888893127441
309,1902,Cryptography,16,6,27.2727279663086
310,3639,Cryptography,127,101,44.2982482910156
311,4067,Cryptography,21,20,48.7804870605469
312,2660,Cryptography,16,4,20
313,3487,Cryptography,95,78,45.0867042541504
314,3393,Cryptography,126,90,41.6666641235352
315,3197,Cryptography,4,4,50
316,3597,Cryptography,163,140,46.2046203613281
317,2834,Cryptography,14,11,44
318,987,Cryptography,10,2,16.6666679382324
319,2354,Cryptography,11,0,0
320,2689,Cryptography,38,13,25.490198135376
321,1334,Cryptography,11,0,0
322,1189,Cryptography,4,0,0
323,3422,Cryptography,203,156,43.4540405273438
324,2263,Cryptography,6,1,14.2857151031494
325,3623,Cryptography,56,3,5.08474540710449
326,1297,Cryptography,5,0,0
327,3688,Cryptography,102,70,40.6976737976074
328,3615,Cryptography,341,151,30.6910572052002
329,2519,Cryptography,90,5,5.26315784454346
330,2045,Cryptography,8,8,50
331,3897,Cryptography,13,1,7.14285755157471
332,1219,Cryptography,1,0,0
333,3922,Cryptography,57,54,48.6486511230469
334,3678,Cryptography,35,6,14.6341457366943
335,3164,Cryptography,18,4,18.1818180084229
336,3839,Cryptography,182,102,35.9154930114746
337,3039,Cryptography,52,14,21.212121963501
338,2489,Cryptography,4,3,42.8571434020996
339,958,Cryptography,10,6,37.5
340,3488,Cryptography,50,49,49.4949493408203
341,3920,Cryptography,3,0,0
342,4167,Cryptography,56,43,43.4343414306641
343,2062,Cryptography,11,0,0
344,3493,Cryptography,11,3,21.4285717010498
345,2867,Cryptography,8,0,0
346,3829,Cryptography,41,0,0
347,915,Cryptography,6,4,40
348,3374,Cryptography,3,0,0
349,817,Cryptography,19,17,47.2222213745117
350,2790,Cryptography,2,0,0
351,1104,Cryptography,1,0,0
352,1914,Cryptography,9,8,47.0588226318359
353,3400,Cryptography,163,162,49.8461532592773
354,2865,Cryptography,8,0,0
355,2160,Cryptography,8,4,33.3333358764648
356,2837,Cryptography,19,14,42.424243927002
357,2809,Cryptography,21,15,41.6666641235352
358,3523,Cryptography,1,0,0
359,2073,Cryptography,7,1,12.5
360,1930,Cryptography,14,14,50
361,2937,Cryptography,32,14,30.4347820281982
362,1713,Cryptography,6,1,14.2857151031494
363,3902,Cryptography,123,88,41.7061614990234
364,3728,Cryptography,69,61,46.9230766296387
365,1610,Cryptography,9,7,43.75
366,2754,Cryptography,8,7,46.6666679382324
367,3946,Cryptography,124,15,10.7913665771484
368,955,Cryptography,1,0,0
369,2844,Cryptography,22,16,42.1052627563477
370,1996,Cryptography,21,13,38.235294342041
371,2215,Cryptography,20,15,42.8571434020996
372,2716,Cryptography,8,0,0
373,2771,Cryptography,10,3,23.0769233703613
374,1505,Cryptography,35,1,2.77777791023254
375,3861,Cryptography,155,51,24.7572803497314
376,2356,Cryptography,19,16,45.7142868041992
377,2787,Cryptography,12,12,50
378,1015,Cryptography,18,2,10
379,3630,Cryptography,12,3,20
380,3776,Cryptography,193,101,34.3537406921387
381,4105,Cryptography,45,1,2.17391300201416
382,1372,Cryptography,5,0,0
383,3834,Cryptography,237,124,34.3490295410156
384,2940,Cryptography,14,14,50
385,1890,Cryptography,4,0,0
386,2521,Cryptography,3,3,50
387,3101,Cryptography,10,0,0
388,2346,Cryptography,22,11,33.3333358764648
389,2755,Cryptography,19,13,40.625
390,2902,Cryptography,9,4,30.7692317962646
391,2679,Cryptography,1,0,0
392,3552,Cryptography,36,31,46.2686576843262
393,673,Cryptography,7,0,0
394,1982,Cryptography,13,13,50
395,3509,Cryptography,31,11,26.1904773712158
396,3266,Cryptography,7,7,50
397,1084,Cryptography,8,0,0
398,3763,Cryptography,187,99,34.6153869628906
399,1721,Cryptography,2,2,50
400,2126,Cryptography,19,16,45.7142868041992
401,2735,Cryptography,5,3,37.5
402,1652,Cryptography,12,0,0
403,2975,Cryptography,8,8,50
404,4153,Cryptography,28,17,37.7777786254883
405,3191,Cryptography,28,22,44
406,1180,Cryptography,15,0,0
407,2752,Cryptography,22,18,45
408,1968,Cryptography,32,15,31.9148921966553
409,2803,Cryptography,15,11,42.3076934814453
410,2541,Cryptography,19,8,29.6296291351318
411,3762,Cryptography,82,63,43.4482765197754
412,3432,Cryptography,88,87,49.7142868041992
413,4074,Cryptography,194,59,23.3201580047607
414,3883,Cryptography,56,50,47.1698112487793
415,1263,Cryptography,16,6,27.2727279663086
416,2102,Cryptography,27,23,46
417,3994,Cryptography,60,13,17.808219909668
418,4000,Cryptography,8,0,0
419,3116,Cryptography,8,8,50
420,1628,Cryptography,15,6,28.5714302062988
421,2616,Cryptography,11,11,50
422,3561,Cryptography,116,115,49.7835502624512
423,2154,Cryptography,15,11,42.3076934814453
424,1590,Cryptography,5,0,0
425,2611,Cryptography,28,21,42.8571434020996
426,3419,Cryptography,3,2,40
427,1774,Cryptography,13,7,35
428,1793,Cryptography,15,2,11.764705657959
429,2461,Cryptography,26,14,35
430,799,Cryptography,19,0,0
431,1602,Cryptography,8,7,46.6666679382324
432,1576,Cryptography,8,1,11.1111116409302
433,2658,Cryptography,19,16,45.7142868041992
434,2575,Cryptography,23,16,41.0256423950195
435,3078,Cryptography,200,156,43.8202247619629
436,1509,Cryptography,34,17,33.3333358764648
437,3609,Cryptography,123,69,35.9375
438,1347,Cryptography,1,0,0
439,3556,Cryptography,1,0,0
440,2546,Cryptography,25,19,43.1818199157715
441,2219,Cryptography,10,10,50
442,3539,Cryptography,10,10,50
443,2907,Cryptography,1,0,0
444,3804,Cryptography,10,10,50
445,2501,Cryptography,33,6,15.3846158981323
446,4171,Cryptography,93,14,13.0841121673584
447,3485,Cryptography,150,150,50
448,744,Cryptography,69,3,4.16666698455811
449,1044,Cryptography,11,4,26.6666679382324
450,2146,Cryptography,7,2,22.2222232818604
451,3242,Cryptography,43,20,31.7460327148438
452,3337,Cryptography,139,134,49.0842475891113
453,2336,Cryptography,11,10,47.6190490722656
454,3857,Cryptography,10,10,50
455,1154,Cryptography,26,4,13.3333339691162
456,2540,Cryptography,30,0,0
457,3247,Cryptography,10,0,0
458,1336,Cryptography,5,0,0
459,1847,Cryptography,1,0,0
460,3868,Cryptography,3,0,0
461,3680,Cryptography,168,75,30.8641967773438
462,2438,Cryptography,24,21,46.6666679382324
463,3230,Cryptography,31,30,49.1803283691406
464,2796,Cryptography,6,1,14.2857151031494
465,968,Cryptography,5,0,0
466,1693,Cryptography,8,7,46.6666679382324
467,2593,Cryptography,10,4,28.5714302062988
468,2286,Cryptography,15,14,48.2758598327637
469,3018,Cryptography,34,12,26.0869560241699
470,3821,Cryptography,240,165,40.7407417297363
471,1888,Cryptography,4,0,0
472,2341,Cryptography,17,8,32
473,3849,Cryptography,62,14,18.4210529327393
474,1430,Cryptography,1,0,0
475,1660,Cryptography,9,8,47.0588226318359
476,4173,Cryptography,16,12,42.8571434020996
477,3581,Cryptography,31,31,50
478,2769,Cryptography,8,0,0
479,3944,Cryptography,82,35,29.9145317077637
480,3339,Cryptography,153,152,49.836067199707
481,1214,Cryptography,5,0,0
482,4174,Cryptography,151,119,44.0740737915039
483,3758,Cryptography,297,217,42.2178993225098
484,4156,Cryptography,89,23,20.5357151031494
485,3130,Cryptography,13,13,50
486,3629,Cryptography,19,16,45.7142868041992
487,3117,Cryptography,15,12,44.4444465637207
488,1898,Cryptography,7,6,46.1538467407227
489,1043,Cryptography,1,0,0
490,1814,Cryptography,24,7,22.5806446075439
491,1577,Cryptography,6,1,14.2857151031494
492,2049,Cryptography,13,13,50
493,2259,Cryptography,1,1,50
494,3934,Cryptography,5,4,44.4444465637207
495,3989,Cryptography,66,51,43.5897445678711
496,2720,Cryptography,39,26,40
497,3348,Cryptography,18,4,18.1818180084229
498,3363,Cryptography,54,53,49.5327110290527
499,3259,Cryptography,132,42,24.1379299163818
500,4034,Cryptography,50,37,42.528736114502
501,4002,Cryptography,280,179,38.9978218078613
502,2145,Cryptography,30,9,23.0769233703613
503,3268,Cryptography,10,0,0
504,2472,Cryptography,40,15,27.2727279663086
505,2729,Cryptography,19,9,32.1428565979004
506,1308,Cryptography,15,10,40
507,3676,Cryptography,4,1,20
508,4124,Cryptography,134,54,28.7234039306641
509,3851,Cryptography,28,14,33.3333358764648
510,2818,Cryptography,12,8,40
511,2099,Cryptography,17,15,46.875
512,3445,Cryptography,177,96,35.1648368835449
513,3596,Cryptography,214,124,36.6863899230957
514,2080,Cryptography,9,8,47.0588226318359
515,1299,Cryptography,11,0,0
516,2189,Cryptography,37,0,0
517,3019,Cryptography,11,0,0
518,3507,Cryptography,5,0,0
519,3152,Cryptography,4,0,0
520,3957,Cryptography,5,4,44.4444465637207
521,3105,Cryptography,54,54,50
522,908,Cryptography,5,0,0
523,2395,Cryptography,39,0,0
524,2429,Cryptography,15,12,44.4444465637207
525,2526,Cryptography,31,11,26.1904773712158
526,2181,Cryptography,111,57,33.9285697937012
527,2188,Cryptography,2,1,33.3333358764648
528,2510,Cryptography,48,24,33.3333358764648
529,2279,Cryptography,31,0,0
530,3705,Cryptography,23,7,23.3333339691162
531,3818,Cryptography,85,68,44.4444465637207
532,1478,Cryptography,11,0,0
533,3929,Cryptography,68,50,42.3728828430176
534,2394,Cryptography,18,15,45.4545478820801
535,3324,Cryptography,165,120,42.1052627563477
536,1528,Cryptography,17,0,0
537,3185,Cryptography,10,0,0
538,1338,Cryptography,14,4,22.2222232818604
539,2025,Cryptography,16,6,27.2727279663086
540,2887,Cryptography,33,0,0
541,3296,Cryptography,163,153,48.4177207946777
542,3884,Cryptography,234,0,0
543,1960,Cryptography,2,2,50
544,3128,Cryptography,21,14,40
545,2211,Cryptography,19,16,45.7142868041992
546,1952,Cryptography,14,0,0
547,2270,Cryptography,32,1,3.03030300140381
548,2551,Cryptography,8,5,38.461540222168
549,2992,Cryptography,27,15,35.7142868041992
550,3862,Cryptography,112,71,38.7978134155273
551,1124,Cryptography,3,2,40
552,1603,Cryptography,16,12,42.8571434020996
553,2706,Cryptography,13,10,43.4782600402832
554,2797,Cryptography,76,15,16.4835166931152
555,3992,Cryptography,27,1,3.57142877578735
556,2892,Cryptography,15,11,42.3076934814453
557,2024,Cryptography,9,9,50
558,1805,Cryptography,1,0,0
559,2668,Cryptography,32,28,46.6666679382324
560,1581,Cryptography,6,1,14.2857151031494
561,3189,Cryptography,10,0,0
562,4054,Cryptography,147,38,20.5405406951904
563,1632,Cryptography,5,0,0
564,1939,Cryptography,37,15,28.8461532592773
565,3065,Cryptography,18,14,43.75
566,2175,Cryptography,16,11,40.7407417297363
567,1063,Cryptography,7,0,0
568,2643,Cryptography,22,7,24.1379299163818
569,1588,Cryptography,16,1,5.88235282897949
570,3464,Cryptography,14,11,44
571,4134,Cryptography,160,15,8.57142925262451
572,4096,Cryptography,172,1,0.578034639358521
573,1641,Cryptography,42,8,16
574,2654,Cryptography,32,10,23.8095245361328
575,3075,Cryptography,21,16,43.2432441711426
576,4028,Cryptography,14,1,6.66666698455811
577,2473,Cryptography,22,13,37.1428565979004
578,4036,Cryptography,156,99,38.8235282897949
579,2358,Cryptography,72,56,43.75
580,2983,Cryptography,12,11,47.8260879516602
581,3795,Cryptography,1,0,0
582,1623,Cryptography,4,2,33.3333358764648
583,3095,Cryptography,19,14,42.424243927002
584,3880,Cryptography,8,6,42.8571434020996
585,3392,Cryptography,9,8,47.0588226318359
586,3625,Cryptography,87,73,45.625
587,4133,Cryptography,3,0,0
588,3827,Cryptography,69,65,48.5074653625488
589,3276,Cryptography,36,11,23.4042549133301
590,2213,Cryptography,31,1,3.125
591,2612,Cryptography,8,1,11.1111116409302
592,2545,Cryptography,38,13,25.490198135376
593,3045,Cryptography,3,3,50
594,3234,Cryptography,9,2,18.1818180084229
595,2724,Cryptography,34,0,0
596,1812,Cryptography,8,6,42.8571434020996
597,2873,Cryptography,17,11,39.2857131958008
598,1712,Cryptography,8,7,46.6666679382324
599,3937,Cryptography,11,1,8.33333396911621
600,2703,Cryptography,14,11,44
601,3049,Cryptography,41,13,24.0740737915039
602,2164,Cryptography,14,14,50
603,1940,Cryptography,6,0,0
604,2705,Cryptography,45,36,44.4444465637207
605,4196,Cryptography,48,40,45.4545478820801
606,1074,Cryptography,5,0,0
607,2010,Cryptography,36,20,35.7142868041992
608,2738,Cryptography,18,15,45.4545478820801
609,2507,Cryptography,71,16,18.3908042907715
610,3925,Cryptography,78,59,43.0656929016113
611,1439,Cryptography,6,0,0
612,3470,Cryptography,125,43,25.5952396392822
613,2677,Cryptography,39,15,27.7777786254883
614,3003,Cryptography,50,15,23.0769233703613
615,3447,Cryptography,87,86,49.7109832763672
616,4166,Cryptography,56,54,49.0909118652344
617,3747,Cryptography,37,29,43.9393920898438
618,3155,Cryptography,34,18,34.6153869628906
619,1475,Cryptography,2,0,0
620,1745,Cryptography,6,1,14.2857151031494
621,3792,Cryptography,158,153,49.1961402893066
622,1617,Cryptography,16,6,27.2727279663086
623,4125,Cryptography,202,148,42.2857131958008
624,2767,Cryptography,10,8,44.4444465637207
625,3204,Cryptography,11,11,50
626,2078,Cryptography,7,0,0
627,1591,Cryptography,7,1,12.5
628,1311,Cryptography,6,0,0
629,1448,Cryptography,1,0,0
630,3223,Cryptography,93,71,43.2926826477051
631,3568,Cryptography,62,46,42.5925941467285
632,3524,Cryptography,53,52,49.523811340332
633,2069,Cryptography,8,7,46.6666679382324
634,3612,Cryptography,14,12,46.1538467407227
635,3694,Cryptography,42,26,38.235294342041
636,1512,Cryptography,1,0,0
637,2921,Cryptography,47,47,50
638,1668,Cryptography,16,12,42.8571434020996
639,1695,Cryptography,5,0,0
640,2155,Cryptography,19,16,45.7142868041992
641,2973,Cryptography,22,0,0
642,4158,Cryptography,35,17,32.6923065185547
643,4094,Cryptography,215,128,37.3177871704102
644,2813,Cryptography,42,14,25
645,2158,Cryptography,10,4,28.5714302062988
646,1593,Cryptography,5,1,16.6666679382324
647,3280,Cryptography,44,38,46.3414649963379
648,1255,Cryptography,25,0,0
649,2603,Cryptography,3,3,50
650,3577,Cryptography,18,2,10
651,2620,Cryptography,26,20,43.4782600402832
652,3013,Cryptography,32,32,50
653,3008,Cryptography,189,64,25.296443939209
654,1792,Cryptography,1,0,0
655,3225,Cryptography,7,7,50
656,3455,Cryptography,9,1,10
657,690,Cryptography,1,0,0
658,4005,Cryptography,87,4,4.39560461044312
659,1801,Cryptography,24,17,41.4634132385254
660,2450,Cryptography,13,8,38.0952377319336
661,4070,Cryptography,146,58,28.4313735961914
662,3797,Cryptography,77,27,25.9615383148193
663,3143,Cryptography,157,155,49.6794891357422
664,2553,Cryptography,22,11,33.3333358764648
665,2913,Cryptography,27,16,37.209300994873
666,3227,Cryptography,54,5,8.47457695007324
667,2291,Cryptography,3,0,0
668,2804,Cryptography,10,7,41.1764717102051
669,2942,Cryptography,10,8,44.4444465637207
670,1514,Cryptography,1,0,0
671,3828,Cryptography,151,49,24.5
672,1129,Cryptography,2,2,50
673,3574,Cryptography,11,3,21.4285717010498
674,2226,Cryptography,25,17,40.4761924743652
675,2300,Cryptography,11,8,42.1052627563477
676,4017,Cryptography,3,0,0
677,2256,Cryptography,18,15,45.4545478820801
678,3440,Cryptography,189,147,43.75
679,4157,Cryptography,11,4,26.6666679382324
680,2023,Cryptography,6,1,14.2857151031494
681,1002,Cryptography,1,0,0
682,3840,Cryptography,5,0,0
683,3462,Cryptography,4,2,33.3333358764648
684,2235,Cryptography,4,4,50
685,3102,Cryptography,46,45,49.4505500793457
686,2482,Cryptography,1,0,0
687,1281,Cryptography,14,4,22.2222232818604
688,2982,Cryptography,12,11,47.8260879516602
689,1445,Cryptography,5,0,0
690,1409,Cryptography,6,1,14.2857151031494
691,3480,Cryptography,24,19,44.1860466003418
692,3114,Cryptography,94,94,50
693,2349,Cryptography,40,19,32.2033920288086
694,2104,Cryptography,47,11,18.9655170440674
695,3000,Cryptography,20,14,41.1764717102051
696,3999,Cryptography,128,93,42.0814476013184
697,2882,Cryptography,27,17,38.6363639831543
698,1604,Cryptography,8,7,46.6666679382324
699,3384,Cryptography,199,137,40.7738075256348
700,3614,Cryptography,467,321,40.7360420227051
701,2936,Cryptography,27,13,32.5
702,1998,Cryptography,38,1,2.56410264968872
703,3725,Cryptography,44,31,41.3333320617676
704,1175,Cryptography,3,3,50
705,997,Cryptography,5,0,0
706,3004,Cryptography,19,16,45.7142868041992
707,2184,Cryptography,3,0,0
708,3126,Cryptography,58,41,41.4141426086426
709,1759,Cryptography,1,0,0
710,3088,Cryptography,28,2,6.66666698455811
711,1110,Cryptography,1,0,0
712,2481,Cryptography,18,12,40
713,3670,Cryptography,82,82,50
714,1736,Cryptography,16,6,27.2727279663086
715,3506,Cryptography,4,2,33.3333358764648
716,3142,Cryptography,24,12,33.3333358764648
717,755,Cryptography,6,4,40
718,3484,Cryptography,161,119,42.5
719,4056,Cryptography,160,39,19.5979900360107
720,2187,Cryptography,7,6,46.1538467407227
721,4050,Cryptography,77,23,23
722,1831,Cryptography,22,20,47.6190490722656
723,3502,Cryptography,37,34,47.8873252868652
724,3034,Cryptography,50,15,23.0769233703613
725,4086,Cryptography,75,27,26.470588684082
726,3012,Cryptography,17,14,45.1612892150879
727,3042,Cryptography,47,34,41.9753074645996
728,3402,Cryptography,15,15,50
729,4155,Cryptography,36,32,47.0588226318359
730,3512,Cryptography,19,8,29.6296291351318
731,2152,Cryptography,1,1,50
732,2862,Cryptography,2,0,0
733,3353,Cryptography,23,4,14.8148145675659
734,3619,Cryptography,57,41,41.8367347717285
735,2494,Cryptography,41,14,25.4545440673828
736,2876,Cryptography,21,16,43.2432441711426
737,2082,Cryptography,8,1,11.1111116409302
738,2499,Cryptography,30,20,40
739,3299,Cryptography,28,2,6.66666698455811
740,3080,Cryptography,17,11,39.2857131958008
741,1111,Cryptography,5,0,0
742,715,Cryptography,5,5,50
743,3072,Cryptography,204,179,46.7362899780273
744,1025,Cryptography,19,0,0
745,3460,Cryptography,54,54,50
746,4049,Cryptography,209,141,40.285717010498
747,1802,Cryptography,13,2,13.3333339691162
748,4148,Cryptography,203,73,26.449275970459
749,2272,Cryptography,19,16,45.7142868041992
750,3591,Cryptography,129,76,37.073169708252
751,3666,Cryptography,273,118,30.179027557373
752,3962,Cryptography,3,0,0
753,4014,Cryptography,121,89,42.3809509277344
754,3928,Cryptography,61,57,48.3050842285156
755,2794,Cryptography,13,10,43.4782600402832
756,3436,Cryptography,1,0,0
757,2460,Cryptography,57,31,35.2272720336914
758,2786,Cryptography,18,13,41.9354820251465
759,2861,Cryptography,37,34,47.8873252868652
760,1432,Cryptography,2,0,0
761,2722,Cryptography,2,2,50
762,2100,Cryptography,16,13,44.8275871276855
763,1972,Cryptography,3,2,40
764,1874,Cryptography,8,1,11.1111116409302
765,1260,Cryptography,12,12,50
766,3830,Cryptography,92,91,49.7267761230469
767,3477,Cryptography,146,134,47.8571395874023
768,3404,Cryptography,3,0,0
769,1237,Cryptography,14,13,48.1481475830078
770,1601,Cryptography,9,0,0
771,2623,Cryptography,27,10,27.0270252227783
772,3277,Cryptography,2,0,0
773,1441,Cryptography,1,1,50
774,714,Cryptography,29,1,3.33333349227905
775,2792,Cryptography,12,11,47.8260879516602
776,3177,Cryptography,5,3,37.5
777,3896,Cryptography,59,37,38.5416641235352
778,3704,Cryptography,27,1,3.57142877578735
779,3119,Cryptography,154,152,49.6732025146484
780,1578,Cryptography,8,7,46.6666679382324
781,1599,Cryptography,22,1,4.34782600402832
782,3696,Cryptography,44,28,38.8888893127441
783,1987,Cryptography,16,16,50
784,1344,Cryptography,7,0,0
785,3463,Cryptography,54,54,50
786,3671,Cryptography,139,138,49.8194923400879
787,1329,Cryptography,7,0,0
788,2466,Cryptography,80,31,27.9279289245605
789,4089,Cryptography,140,61,30.348258972168
790,3092,Cryptography,56,55,49.5495491027832
791,3743,Cryptography,112,98,46.6666679382324
792,1565,Cryptography,7,1,12.5
793,3558,Cryptography,91,79,46.470588684082
794,801,Cryptography,1,0,0
795,1909,Cryptography,14,13,48.1481475830078
796,3158,Cryptography,133,127,48.8461532592773
797,1463,Cryptography,9,0,0
798,2894,Cryptography,16,11,40.7407417297363
799,1259,Cryptography,12,4,25
800,1829,Cryptography,7,0,0
801,1177,Cryptography,5,0,0
802,3306,Cryptography,218,157,41.8666648864746
803,2789,Cryptography,30,19,38.7755088806152
804,2224,Cryptography,13,0,0
805,2047,Cryptography,4,3,42.8571434020996
806,1275,Cryptography,1,0,0
807,1911,Cryptography,16,12,42.8571434020996
808,2513,Cryptography,29,25,46.2962951660156
809,3667,Cryptography,252,204,44.7368431091309
810,1825,Cryptography,1,0,0
811,2784,Cryptography,17,14,45.1612892150879
812,2981,Cryptography,72,15,17.2413787841797
813,2406,Cryptography,4,4,50
814,3251,Cryptography,75,61,44.8529434204102
815,2943,Cryptography,24,13,35.1351356506348
816,3873,Cryptography,95,90,48.6486511230469
817,3213,Cryptography,10,0,0
818,3196,Cryptography,31,22,41.5094337463379
819,3948,Cryptography,165,53,24.3119277954102
820,667,Cryptography,8,0,0
821,2143,Cryptography,7,1,12.5
822,3531,Cryptography,10,10,50
823,2089,Cryptography,16,16,50
824,2570,Cryptography,19,17,47.2222213745117
825,3546,Cryptography,6,1,14.2857151031494
826,1510,Cryptography,27,7,20.5882358551025
827,2253,Cryptography,18,14,43.75
